subject,predicate,object
"POCO_CD_POCO_005665","is","well"
"POCO_CD_POCO_005666","is","well"
"POCO_CD_POCO_005667","is","well"
"POCO_CD_POCO_005668","is","well"
"POCO_CD_POCO_005669","is","well"
"POCO_CD_POCO_005670","is","well"
"POCO_CD_POCO_005671","is","well"
"POCO_CD_POCO_005672","is","well"
"POCO_CD_POCO_005673","is","well"
"POCO_CD_POCO_005674","is","well"
"POCO_CD_POCO_005675","is","well"
"POCO_CD_POCO_005676","is","well"
"POCO_CD_POCO_005677","is","well"
"POCO_CD_POCO_005678","is","well"
"POCO_CD_POCO_005679","is","well"
"POCO_CD_POCO_005680","is","well"
"POCO_CD_POCO_005681","is","well"
"POCO_CD_POCO_005682","is","well"
"POCO_CD_POCO_005683","is","well"
"POCO_CD_POCO_005684","is","well"
"POCO_CD_POCO_005685","is","well"
"POCO_CD_POCO_005686","is","well"
"POCO_CD_POCO_005687","is","well"
"POCO_CD_POCO_005688","is","well"
"POCO_CD_POCO_005689","is","well"
"POCO_CD_POCO_005690","is","well"
"POCO_CD_POCO_005691","is","well"
"POCO_CD_POCO_005692","is","well"
"POCO_CD_POCO_005693","is","well"
"POCO_CD_POCO_005694","is","well"
"POCO_CD_POCO_005695","is","well"
"POCO_CD_POCO_005696","is","well"
"POCO_CD_POCO_005697","is","well"
"POCO_CD_POCO_005698","is","well"
"POCO_CD_POCO_005699","is","well"
"POCO_CD_POCO_005700","is","well"
"POCO_CD_POCO_005701","is","well"
"POCO_CD_POCO_005702","is","well"
"POCO_CD_POCO_005703","is","well"
"POCO_CD_POCO_005704","is","well"
"POCO_CD_POCO_005705","is","well"
"POCO_CD_POCO_005706","is","well"
"POCO_CD_POCO_005707","is","well"
"POCO_CD_POCO_005708","is","well"
"POCO_CD_POCO_005709","is","well"
"POCO_CD_POCO_005710","is","well"
"POCO_CD_POCO_005711","is","well"
"POCO_CD_POCO_005712","is","well"
"POCO_CD_POCO_005713","is","well"
"POCO_CD_POCO_005714","is","well"
"POCO_CD_POCO_005715","is","well"
"POCO_CD_POCO_005716","is","well"
"POCO_CD_POCO_005717","is","well"
"POCO_CD_POCO_005718","is","well"
"POCO_CD_POCO_005719","is","well"
"POCO_CD_POCO_005720","is","well"
"POCO_CD_POCO_005721","is","well"
"POCO_CD_POCO_005722","is","well"
"POCO_CD_POCO_005723","is","well"
"POCO_CD_POCO_005724","is","well"
"POCO_CD_POCO_005725","is","well"
"POCO_CD_POCO_005726","is","well"
"POCO_CD_POCO_005727","is","well"
"POCO_CD_POCO_005728","is","well"
"POCO_CD_POCO_005729","is","well"
"POCO_CD_POCO_005730","is","well"
"POCO_CD_POCO_005731","is","well"
"POCO_CD_POCO_005732","is","well"
"POCO_CD_POCO_005733","is","well"
"POCO_CD_POCO_005734","is","well"
"POCO_CD_POCO_005735","is","well"
"POCO_CD_POCO_005736","is","well"
"POCO_CD_POCO_005737","is","well"
"POCO_CD_POCO_005738","is","well"
"POCO_CD_POCO_005739","is","well"
"POCO_CD_POCO_005740","is","well"
"POCO_CD_POCO_005741","is","well"
"POCO_CD_POCO_005742","is","well"
"POCO_CD_POCO_005743","is","well"
"POCO_CD_POCO_005744","is","well"
"POCO_CD_POCO_005745","is","well"
"POCO_CD_POCO_005746","is","well"
"POCO_CD_POCO_005747","is","well"
"POCO_CD_POCO_005748","is","well"
"POCO_CD_POCO_005749","is","well"
"POCO_CD_POCO_005750","is","well"
"POCO_CD_POCO_005751","is","well"
"POCO_CD_POCO_005752","is","well"
"POCO_CD_POCO_005753","is","well"
"POCO_CD_POCO_005754","is","well"
"POCO_CD_POCO_005755","is","well"
"POCO_CD_POCO_005756","is","well"
"POCO_CD_POCO_005757","is","well"
"POCO_CD_POCO_005758","is","well"
"POCO_CD_POCO_005759","is","well"
"POCO_CD_POCO_005760","is","well"
"POCO_CD_POCO_005761","is","well"
"POCO_CD_POCO_005762","is","well"
"POCO_CD_POCO_005763","is","well"
"POCO_CD_POCO_005764","is","well"
"POCO_CD_POCO_005765","is","well"
"POCO_CD_POCO_005766","is","well"
"POCO_CD_POCO_005767","is","well"
"POCO_CD_POCO_005768","is","well"
"POCO_CD_POCO_005769","is","well"
"POCO_CD_POCO_005770","is","well"
"POCO_CD_POCO_005771","is","well"
"POCO_CD_POCO_005772","is","well"
"POCO_CD_POCO_005773","is","well"
"POCO_CD_POCO_005774","is","well"
"POCO_CD_POCO_005775","is","well"
"POCO_CD_POCO_005776","is","well"
"POCO_CD_POCO_005777","is","well"
"POCO_CD_POCO_005778","is","well"
"POCO_CD_POCO_005779","is","well"
"POCO_CD_POCO_005780","is","well"
"POCO_CD_POCO_005781","is","well"
"POCO_CD_POCO_005782","is","well"
"POCO_CD_POCO_005783","is","well"
"POCO_CD_POCO_005784","is","well"
"POCO_CD_POCO_005785","is","well"
"POCO_CD_POCO_005786","is","well"
"POCO_CD_POCO_005787","is","well"
"POCO_CD_POCO_005788","is","well"
"POCO_CD_POCO_005789","is","well"
"POCO_CD_POCO_005790","is","well"
"POCO_CD_POCO_005791","is","well"
"POCO_CD_POCO_005792","is","well"
"POCO_CD_POCO_005793","is","well"
"POCO_CD_POCO_005794","is","well"
"POCO_CD_POCO_005795","is","well"
"POCO_CD_POCO_005796","is","well"
"POCO_CD_POCO_005797","is","well"
"POCO_CD_POCO_005798","is","well"
"POCO_CD_POCO_005799","is","well"
"POCO_CD_POCO_005800","is","well"
"POCO_CD_POCO_005801","is","well"
"POCO_CD_POCO_005802","is","well"
"POCO_CD_POCO_005803","is","well"
"POCO_CD_POCO_005804","is","well"
"POCO_CD_POCO_005805","is","well"
"POCO_CD_POCO_005806","is","well"
"POCO_CD_POCO_005807","is","well"
"POCO_CD_POCO_005808","is","well"
"POCO_CD_POCO_005809","is","well"
"POCO_CD_POCO_005810","is","well"
"POCO_CD_POCO_005811","is","well"
"POCO_CD_POCO_005812","is","well"
"POCO_CD_POCO_005813","is","well"
"POCO_CD_POCO_005814","is","well"
"POCO_CD_POCO_005815","is","well"
"POCO_CD_POCO_005816","is","well"
"POCO_CD_POCO_005817","is","well"
"POCO_CD_POCO_005818","is","well"
"POCO_CD_POCO_005819","is","well"
"POCO_CD_POCO_005820","is","well"
"POCO_CD_POCO_005821","is","well"
"POCO_CD_POCO_005822","is","well"
"POCO_CD_POCO_005823","is","well"
"POCO_CD_POCO_005824","is","well"
"POCO_CD_POCO_005825","is","well"
"POCO_CD_POCO_005826","is","well"
"POCO_CD_POCO_005827","is","well"
"POCO_CD_POCO_005828","is","well"
"POCO_CD_POCO_005829","is","well"
"POCO_CD_POCO_005830","is","well"
"POCO_CD_POCO_005831","is","well"
"POCO_CD_POCO_005832","is","well"
"POCO_CD_POCO_005833","is","well"
"POCO_CD_POCO_005834","is","well"
"POCO_CD_POCO_005835","is","well"
"POCO_CD_POCO_005836","is","well"
"POCO_CD_POCO_005837","is","well"
"POCO_CD_POCO_005838","is","well"
"POCO_CD_POCO_005839","is","well"
"POCO_CD_POCO_005840","is","well"
"POCO_CD_POCO_005841","is","well"
"POCO_CD_POCO_005842","is","well"
"POCO_CD_POCO_005843","is","well"
"POCO_CD_POCO_005844","is","well"
"POCO_CD_POCO_005845","is","well"
"POCO_CD_POCO_005846","is","well"
"POCO_CD_POCO_005847","is","well"
"POCO_CD_POCO_005848","is","well"
"POCO_CD_POCO_005849","is","well"
"POCO_CD_POCO_005850","is","well"
"POCO_CD_POCO_005851","is","well"
"POCO_CD_POCO_005852","is","well"
"POCO_CD_POCO_005853","is","well"
"POCO_CD_POCO_005854","is","well"
"POCO_CD_POCO_005855","is","well"
"POCO_CD_POCO_005856","is","well"
"POCO_CD_POCO_005857","is","well"
"POCO_CD_POCO_005858","is","well"
"POCO_CD_POCO_005859","is","well"
"POCO_CD_POCO_005860","is","well"
"POCO_CD_POCO_005861","is","well"
"POCO_CD_POCO_005862","is","well"
"POCO_CD_POCO_005863","is","well"
"POCO_CD_POCO_005864","is","well"
"POCO_CD_POCO_005865","is","well"
"POCO_CD_POCO_005866","is","well"
"POCO_CD_POCO_005867","is","well"
"POCO_CD_POCO_005868","is","well"
"POCO_CD_POCO_005869","is","well"
"POCO_CD_POCO_005870","is","well"
"POCO_CD_POCO_005871","is","well"
"POCO_CD_POCO_005872","is","well"
"POCO_CD_POCO_005873","is","well"
"POCO_CD_POCO_005874","is","well"
"POCO_CD_POCO_005875","is","well"
"POCO_CD_POCO_005876","is","well"
"POCO_CD_POCO_005877","is","well"
"POCO_CD_POCO_005878","is","well"
"POCO_CD_POCO_005879","is","well"
"POCO_CD_POCO_005880","is","well"
"POCO_CD_POCO_005881","is","well"
"POCO_CD_POCO_005882","is","well"
"POCO_CD_POCO_005883","is","well"
"POCO_CD_POCO_005884","is","well"
"POCO_CD_POCO_005885","is","well"
"POCO_CD_POCO_005886","is","well"
"POCO_CD_POCO_005887","is","well"
"POCO_CD_POCO_005888","is","well"
"POCO_CD_POCO_005889","is","well"
"POCO_CD_POCO_005890","is","well"
"POCO_CD_POCO_005891","is","well"
"POCO_CD_POCO_005892","is","well"
"POCO_CD_POCO_005893","is","well"
"POCO_CD_POCO_005894","is","well"
"POCO_CD_POCO_005895","is","well"
"POCO_CD_POCO_005896","is","well"
"POCO_CD_POCO_005897","is","well"
"POCO_CD_POCO_005898","is","well"
"POCO_CD_POCO_005899","is","well"
"POCO_CD_POCO_005900","is","well"
"POCO_CD_POCO_005901","is","well"
"POCO_CD_POCO_005902","is","well"
"POCO_CD_POCO_005903","is","well"
"POCO_CD_POCO_005904","is","well"
"POCO_CD_POCO_005905","is","well"
"POCO_CD_POCO_005906","is","well"
"POCO_CD_POCO_005907","is","well"
"POCO_CD_POCO_005908","is","well"
"POCO_CD_POCO_005909","is","well"
"POCO_CD_POCO_005910","is","well"
"POCO_CD_POCO_005911","is","well"
"POCO_CD_POCO_005912","is","well"
"POCO_CD_POCO_005913","is","well"
"POCO_CD_POCO_005914","is","well"
"POCO_CD_POCO_005915","is","well"
"POCO_CD_POCO_005916","is","well"
"POCO_CD_POCO_005917","is","well"
"POCO_CD_POCO_005918","is","well"
"POCO_CD_POCO_005919","is","well"
"POCO_CD_POCO_005920","is","well"
"POCO_CD_POCO_005921","is","well"
"POCO_CD_POCO_005922","is","well"
"POCO_CD_POCO_005923","is","well"
"POCO_CD_POCO_005924","is","well"
"POCO_CD_POCO_005925","is","well"
"POCO_CD_POCO_005926","is","well"
"POCO_CD_POCO_005927","is","well"
"POCO_CD_POCO_005928","is","well"
"POCO_CD_POCO_005929","is","well"
"POCO_CD_POCO_005930","is","well"
"POCO_CD_POCO_005931","is","well"
"POCO_CD_POCO_005932","is","well"
"POCO_CD_POCO_005933","is","well"
"POCO_CD_POCO_005934","is","well"
"POCO_CD_POCO_005935","is","well"
"POCO_CD_POCO_005936","is","well"
"POCO_CD_POCO_005937","is","well"
"POCO_CD_POCO_005938","is","well"
"POCO_CD_POCO_005939","is","well"
"POCO_CD_POCO_005940","is","well"
"POCO_CD_POCO_005941","is","well"
"POCO_CD_POCO_005942","is","well"
"POCO_CD_POCO_005943","is","well"
"POCO_CD_POCO_005944","is","well"
"POCO_CD_POCO_005945","is","well"
"POCO_CD_POCO_005946","is","well"
"POCO_CD_POCO_005947","is","well"
"POCO_CD_POCO_005948","is","well"
"POCO_CD_POCO_005949","is","well"
"POCO_CD_POCO_005950","is","well"
"POCO_CD_POCO_005951","is","well"
"POCO_CD_POCO_005952","is","well"
"POCO_CD_POCO_005953","is","well"
"POCO_CD_POCO_005954","is","well"
"POCO_CD_POCO_005955","is","well"
"POCO_CD_POCO_005956","is","well"
"POCO_CD_POCO_005957","is","well"
"POCO_CD_POCO_005958","is","well"
"POCO_CD_POCO_005959","is","well"
"POCO_CD_POCO_005960","is","well"
"POCO_CD_POCO_005961","is","well"
"POCO_CD_POCO_005962","is","well"
"POCO_CD_POCO_005963","is","well"
"POCO_CD_POCO_005964","is","well"
"POCO_CD_POCO_005965","is","well"
"POCO_CD_POCO_005966","is","well"
"POCO_CD_POCO_005967","is","well"
"POCO_CD_POCO_005968","is","well"
"POCO_CD_POCO_005969","is","well"
"POCO_CD_POCO_005970","is","well"
"POCO_CD_POCO_005971","is","well"
"POCO_CD_POCO_005972","is","well"
"POCO_CD_POCO_005973","is","well"
"POCO_CD_POCO_005974","is","well"
"POCO_CD_POCO_005975","is","well"
"POCO_CD_POCO_005976","is","well"
"POCO_CD_POCO_005977","is","well"
"POCO_CD_POCO_005978","is","well"
"POCO_CD_POCO_005979","is","well"
"POCO_CD_POCO_005980","is","well"
"POCO_CD_POCO_005981","is","well"
"POCO_CD_POCO_005982","is","well"
"POCO_CD_POCO_005983","is","well"
"POCO_CD_POCO_005984","is","well"
"POCO_CD_POCO_005985","is","well"
"POCO_CD_POCO_005986","is","well"
"POCO_CD_POCO_005987","is","well"
"POCO_CD_POCO_005988","is","well"
"POCO_CD_POCO_005989","is","well"
"POCO_CD_POCO_005990","is","well"
"POCO_CD_POCO_005991","is","well"
"POCO_CD_POCO_005992","is","well"
"POCO_CD_POCO_005993","is","well"
"POCO_CD_POCO_005994","is","well"
"POCO_CD_POCO_005995","is","well"
"POCO_CD_POCO_005996","is","well"
"POCO_CD_POCO_005997","is","well"
"POCO_CD_POCO_005998","is","well"
"POCO_CD_POCO_005999","is","well"
"POCO_CD_POCO_006000","is","well"
"POCO_CD_POCO_006001","is","well"
"POCO_CD_POCO_006002","is","well"
"POCO_CD_POCO_006003","is","well"
"POCO_CD_POCO_006004","is","well"
"POCO_CD_POCO_006005","is","well"
"POCO_CD_POCO_006006","is","well"
"POCO_CD_POCO_006007","is","well"
"POCO_CD_POCO_006008","is","well"
"POCO_CD_POCO_006009","is","well"
"POCO_CD_POCO_006010","is","well"
"POCO_CD_POCO_006011","is","well"
"POCO_CD_POCO_006012","is","well"
"POCO_CD_POCO_006013","is","well"
"POCO_CD_POCO_006014","is","well"
"POCO_CD_POCO_006015","is","well"
"POCO_CD_POCO_006016","is","well"
"POCO_CD_POCO_006017","is","well"
"POCO_CD_POCO_006018","is","well"
"POCO_CD_POCO_006019","is","well"
"POCO_CD_POCO_006020","is","well"
"POCO_CD_POCO_006021","is","well"
"POCO_CD_POCO_006022","is","well"
"POCO_CD_POCO_006023","is","well"
"POCO_CD_POCO_006024","is","well"
"POCO_CD_POCO_006025","is","well"
"POCO_CD_POCO_006026","is","well"
"POCO_CD_POCO_006027","is","well"
"POCO_CD_POCO_006028","is","well"
"POCO_CD_POCO_006029","is","well"
"POCO_CD_POCO_006030","is","well"
"POCO_CD_POCO_006031","is","well"
"POCO_CD_POCO_006032","is","well"
"POCO_CD_POCO_006033","is","well"
"POCO_CD_POCO_006034","is","well"
"POCO_CD_POCO_006035","is","well"
"POCO_CD_POCO_006036","is","well"
"POCO_CD_POCO_006037","is","well"
"POCO_CD_POCO_006038","is","well"
"POCO_CD_POCO_006039","is","well"
"POCO_CD_POCO_006040","is","well"
"POCO_CD_POCO_006041","is","well"
"POCO_CD_POCO_006042","is","well"
"POCO_CD_POCO_006043","is","well"
"POCO_CD_POCO_006044","is","well"
"POCO_CD_POCO_006045","is","well"
"POCO_CD_POCO_006046","is","well"
"POCO_CD_POCO_006047","is","well"
"POCO_CD_POCO_006048","is","well"
"POCO_CD_POCO_006049","is","well"
"POCO_CD_POCO_006050","is","well"
"POCO_CD_POCO_006051","is","well"
"POCO_CD_POCO_006052","is","well"
"POCO_CD_POCO_006053","is","well"
"POCO_CD_POCO_006054","is","well"
"POCO_CD_POCO_006055","is","well"
"POCO_CD_POCO_006056","is","well"
"POCO_CD_POCO_006057","is","well"
"POCO_CD_POCO_006058","is","well"
"POCO_CD_POCO_006059","is","well"
"POCO_CD_POCO_006060","is","well"
"POCO_CD_POCO_006061","is","well"
"POCO_CD_POCO_006062","is","well"
"POCO_CD_POCO_006063","is","well"
"POCO_CD_POCO_006064","is","well"
"POCO_CD_POCO_006065","is","well"
"POCO_CD_POCO_006066","is","well"
"POCO_CD_POCO_006067","is","well"
"POCO_CD_POCO_006068","is","well"
"POCO_CD_POCO_006069","is","well"
"POCO_CD_POCO_006070","is","well"
"POCO_CD_POCO_006071","is","well"
"POCO_CD_POCO_006072","is","well"
"POCO_CD_POCO_006073","is","well"
"POCO_CD_POCO_006074","is","well"
"POCO_CD_POCO_006075","is","well"
"POCO_CD_POCO_006076","is","well"
"POCO_CD_POCO_006077","is","well"
"POCO_CD_POCO_006078","is","well"
"POCO_CD_POCO_006079","is","well"
"POCO_CD_POCO_006080","is","well"
"POCO_CD_POCO_006081","is","well"
"POCO_CD_POCO_006082","is","well"
"POCO_CD_POCO_006083","is","well"
"POCO_CD_POCO_006084","is","well"
"POCO_CD_POCO_006085","is","well"
"POCO_CD_POCO_006086","is","well"
"POCO_CD_POCO_006087","is","well"
"POCO_CD_POCO_006088","is","well"
"POCO_CD_POCO_006089","is","well"
"POCO_CD_POCO_006090","is","well"
"POCO_CD_POCO_006091","is","well"
"POCO_CD_POCO_006092","is","well"
"POCO_CD_POCO_006093","is","well"
"POCO_CD_POCO_006094","is","well"
"POCO_CD_POCO_006095","is","well"
"POCO_CD_POCO_006096","is","well"
"POCO_CD_POCO_006097","is","well"
"POCO_CD_POCO_006098","is","well"
"POCO_CD_POCO_006099","is","well"
"POCO_CD_POCO_006100","is","well"
"POCO_CD_POCO_006101","is","well"
"POCO_CD_POCO_006102","is","well"
"POCO_CD_POCO_006103","is","well"
"POCO_CD_POCO_006104","is","well"
"POCO_CD_POCO_006105","is","well"
"POCO_CD_POCO_006106","is","well"
"POCO_CD_POCO_006107","is","well"
"POCO_CD_POCO_006108","is","well"
"POCO_CD_POCO_006109","is","well"
"POCO_CD_POCO_006110","is","well"
"POCO_CD_POCO_006111","is","well"
"POCO_CD_POCO_006112","is","well"
"POCO_CD_POCO_006113","is","well"
"POCO_CD_POCO_006114","is","well"
"POCO_CD_POCO_006115","is","well"
"POCO_CD_POCO_006116","is","well"
"POCO_CD_POCO_006117","is","well"
"POCO_CD_POCO_006118","is","well"
"POCO_CD_POCO_006119","is","well"
"POCO_CD_POCO_006120","is","well"
"POCO_CD_POCO_006121","is","well"
"POCO_CD_POCO_006122","is","well"
"POCO_CD_POCO_006123","is","well"
"POCO_CD_POCO_006124","is","well"
"POCO_CD_POCO_006125","is","well"
"POCO_CD_POCO_006126","is","well"
"POCO_CD_POCO_006127","is","well"
"POCO_CD_POCO_006128","is","well"
"POCO_CD_POCO_006129","is","well"
"POCO_CD_POCO_006130","is","well"
"POCO_CD_POCO_006131","is","well"
"POCO_CD_POCO_006132","is","well"
"POCO_CD_POCO_006133","is","well"
"POCO_CD_POCO_006134","is","well"
"POCO_CD_POCO_006135","is","well"
"POCO_CD_POCO_006136","is","well"
"POCO_CD_POCO_006137","is","well"
"POCO_CD_POCO_006138","is","well"
"POCO_CD_POCO_006139","is","well"
"POCO_CD_POCO_006140","is","well"
"POCO_CD_POCO_006141","is","well"
"POCO_CD_POCO_006142","is","well"
"POCO_CD_POCO_006143","is","well"
"POCO_CD_POCO_006144","is","well"
"POCO_CD_POCO_006145","is","well"
"POCO_CD_POCO_006146","is","well"
"POCO_CD_POCO_006147","is","well"
"POCO_CD_POCO_006148","is","well"
"POCO_CD_POCO_006149","is","well"
"POCO_CD_POCO_006150","is","well"
"POCO_CD_POCO_006151","is","well"
"POCO_CD_POCO_006152","is","well"
"POCO_CD_POCO_006153","is","well"
"POCO_CD_POCO_006154","is","well"
"POCO_CD_POCO_006155","is","well"
"POCO_CD_POCO_006156","is","well"
"POCO_CD_POCO_006157","is","well"
"POCO_CD_POCO_006158","is","well"
"POCO_CD_POCO_006159","is","well"
"POCO_CD_POCO_006160","is","well"
"POCO_CD_POCO_006161","is","well"
"POCO_CD_POCO_006162","is","well"
"POCO_CD_POCO_006163","is","well"
"POCO_CD_POCO_006164","is","well"
"POCO_CD_POCO_006165","is","well"
"POCO_CD_POCO_006166","is","well"
"POCO_CD_POCO_006167","is","well"
"POCO_CD_POCO_006168","is","well"
"POCO_CD_POCO_006169","is","well"
"POCO_CD_POCO_006170","is","well"
"POCO_CD_POCO_006171","is","well"
"POCO_CD_POCO_006172","is","well"
"POCO_CD_POCO_006173","is","well"
"POCO_CD_POCO_006174","is","well"
"POCO_CD_POCO_006175","is","well"
"POCO_CD_POCO_006176","is","well"
"POCO_CD_POCO_006177","is","well"
"POCO_CD_POCO_006178","is","well"
"POCO_CD_POCO_006179","is","well"
"POCO_CD_POCO_006180","is","well"
"POCO_CD_POCO_006181","is","well"
"POCO_CD_POCO_006182","is","well"
"POCO_CD_POCO_006183","is","well"
"POCO_CD_POCO_006184","is","well"
"POCO_CD_POCO_006185","is","well"
"POCO_CD_POCO_006186","is","well"
"POCO_CD_POCO_006187","is","well"
"POCO_CD_POCO_006188","is","well"
"POCO_CD_POCO_006189","is","well"
"POCO_CD_POCO_006190","is","well"
"POCO_CD_POCO_006191","is","well"
"POCO_CD_POCO_006192","is","well"
"POCO_CD_POCO_006193","is","well"
"POCO_CD_POCO_006194","is","well"
"POCO_CD_POCO_006195","is","well"
"POCO_CD_POCO_006196","is","well"
"POCO_CD_POCO_006197","is","well"
"POCO_CD_POCO_006198","is","well"
"POCO_CD_POCO_006199","is","well"
"POCO_CD_POCO_006200","is","well"
"POCO_CD_POCO_006201","is","well"
"POCO_CD_POCO_006202","is","well"
"POCO_CD_POCO_006203","is","well"
"POCO_CD_POCO_006204","is","well"
"POCO_CD_POCO_006205","is","well"
"POCO_CD_POCO_006206","is","well"
"POCO_CD_POCO_006207","is","well"
"POCO_CD_POCO_006208","is","well"
"POCO_CD_POCO_006209","is","well"
"POCO_CD_POCO_006210","is","well"
"POCO_CD_POCO_006211","is","well"
"POCO_CD_POCO_006212","is","well"
"POCO_CD_POCO_006213","is","well"
"POCO_CD_POCO_006214","is","well"
"POCO_CD_POCO_006215","is","well"
"POCO_CD_POCO_006216","is","well"
"POCO_CD_POCO_006217","is","well"
"POCO_CD_POCO_006218","is","well"
"POCO_CD_POCO_006219","is","well"
"POCO_CD_POCO_006220","is","well"
"POCO_CD_POCO_006221","is","well"
"POCO_CD_POCO_006222","is","well"
"POCO_CD_POCO_006223","is","well"
"POCO_CD_POCO_006224","is","well"
"POCO_CD_POCO_006225","is","well"
"POCO_CD_POCO_006226","is","well"
"POCO_CD_POCO_006227","is","well"
"POCO_CD_POCO_006228","is","well"
"POCO_CD_POCO_006229","is","well"
"POCO_CD_POCO_006230","is","well"
"POCO_CD_POCO_006231","is","well"
"POCO_CD_POCO_006232","is","well"
"POCO_CD_POCO_006233","is","well"
"POCO_CD_POCO_006234","is","well"
"POCO_CD_POCO_006235","is","well"
"POCO_CD_POCO_006236","is","well"
"POCO_CD_POCO_006237","is","well"
"POCO_CD_POCO_006238","is","well"
"POCO_CD_POCO_006239","is","well"
"POCO_CD_POCO_006240","is","well"
"POCO_CD_POCO_006241","is","well"
"POCO_CD_POCO_006242","is","well"
"POCO_CD_POCO_006243","is","well"
"POCO_CD_POCO_006244","is","well"
"POCO_CD_POCO_006245","is","well"
"POCO_CD_POCO_006246","is","well"
"POCO_CD_POCO_006247","is","well"
"POCO_CD_POCO_006248","is","well"
"POCO_CD_POCO_006249","is","well"
"POCO_CD_POCO_006250","is","well"
"POCO_CD_POCO_006251","is","well"
"POCO_CD_POCO_006252","is","well"
"POCO_CD_POCO_006253","is","well"
"POCO_CD_POCO_006254","is","well"
"POCO_CD_POCO_006255","is","well"
"POCO_CD_POCO_006256","is","well"
"POCO_CD_POCO_006257","is","well"
"POCO_CD_POCO_006258","is","well"
"POCO_CD_POCO_006259","is","well"
"POCO_CD_POCO_006260","is","well"
"POCO_CD_POCO_006261","is","well"
"POCO_CD_POCO_006262","is","well"
"POCO_CD_POCO_006263","is","well"
"POCO_CD_POCO_006264","is","well"
"POCO_CD_POCO_006265","is","well"
"POCO_CD_POCO_006266","is","well"
"POCO_CD_POCO_006267","is","well"
"POCO_CD_POCO_006268","is","well"
"POCO_CD_POCO_006269","is","well"
"POCO_CD_POCO_006270","is","well"
"POCO_CD_POCO_006271","is","well"
"POCO_CD_POCO_006272","is","well"
"POCO_CD_POCO_006273","is","well"
"POCO_CD_POCO_006274","is","well"
"POCO_CD_POCO_006275","is","well"
"POCO_CD_POCO_006276","is","well"
"POCO_CD_POCO_006277","is","well"
"POCO_CD_POCO_006278","is","well"
"POCO_CD_POCO_006279","is","well"
"POCO_CD_POCO_006280","is","well"
"POCO_CD_POCO_006281","is","well"
"POCO_CD_POCO_006282","is","well"
"POCO_CD_POCO_006283","is","well"
"POCO_CD_POCO_006284","is","well"
"POCO_CD_POCO_006285","is","well"
"POCO_CD_POCO_006286","is","well"
"POCO_CD_POCO_006287","is","well"
"POCO_CD_POCO_006288","is","well"
"POCO_CD_POCO_006289","is","well"
"POCO_CD_POCO_006290","is","well"
"POCO_CD_POCO_006291","is","well"
"POCO_CD_POCO_006292","is","well"
"POCO_CD_POCO_006293","is","well"
"POCO_CD_POCO_006294","is","well"
"POCO_CD_POCO_006295","is","well"
"POCO_CD_POCO_006296","is","well"
"POCO_CD_POCO_006297","is","well"
"POCO_CD_POCO_006298","is","well"
"POCO_CD_POCO_006299","is","well"
"POCO_CD_POCO_006300","is","well"
"POCO_CD_POCO_006301","is","well"
"POCO_CD_POCO_006302","is","well"
"POCO_CD_POCO_006303","is","well"
"POCO_CD_POCO_006304","is","well"
"POCO_CD_POCO_006305","is","well"
"POCO_CD_POCO_006306","is","well"
"POCO_CD_POCO_006307","is","well"
"POCO_CD_POCO_006308","is","well"
"POCO_CD_POCO_006309","is","well"
"POCO_CD_POCO_006310","is","well"
"POCO_CD_POCO_006311","is","well"
"POCO_CD_POCO_006312","is","well"
"POCO_CD_POCO_006313","is","well"
"POCO_CD_POCO_006314","is","well"
"POCO_CD_POCO_006315","is","well"
"POCO_CD_POCO_006316","is","well"
"POCO_CD_POCO_006317","is","well"
"POCO_CD_POCO_006318","is","well"
"POCO_CD_POCO_006319","is","well"
"POCO_CD_POCO_006320","is","well"
"POCO_CD_POCO_006321","is","well"
"POCO_CD_POCO_006322","is","well"
"POCO_CD_POCO_006323","is","well"
"POCO_CD_POCO_006324","is","well"
"POCO_CD_POCO_006325","is","well"
"POCO_CD_POCO_006326","is","well"
"POCO_CD_POCO_006327","is","well"
"POCO_CD_POCO_006328","is","well"
"POCO_CD_POCO_006329","is","well"
"POCO_CD_POCO_006330","is","well"
"POCO_CD_POCO_006331","is","well"
"POCO_CD_POCO_006332","is","well"
"POCO_CD_POCO_006333","is","well"
"POCO_CD_POCO_006334","is","well"
"POCO_CD_POCO_006335","is","well"
"POCO_CD_POCO_006336","is","well"
"POCO_CD_POCO_006337","is","well"
"POCO_CD_POCO_006338","is","well"
"POCO_CD_POCO_006339","is","well"
"POCO_CD_POCO_006340","is","well"
"POCO_CD_POCO_006341","is","well"
"POCO_CD_POCO_006342","is","well"
"POCO_CD_POCO_006343","is","well"
"POCO_CD_POCO_006344","is","well"
"POCO_CD_POCO_006345","is","well"
"POCO_CD_POCO_006346","is","well"
"POCO_CD_POCO_006347","is","well"
"POCO_CD_POCO_006348","is","well"
"POCO_CD_POCO_006349","is","well"
"POCO_CD_POCO_006350","is","well"
"POCO_CD_POCO_006351","is","well"
"POCO_CD_POCO_006352","is","well"
"POCO_CD_POCO_006353","is","well"
"POCO_CD_POCO_006354","is","well"
"POCO_CD_POCO_006355","is","well"
"POCO_CD_POCO_006356","is","well"
"POCO_CD_POCO_006357","is","well"
"POCO_CD_POCO_006358","is","well"
"POCO_CD_POCO_006359","is","well"
"POCO_CD_POCO_006360","is","well"
"POCO_CD_POCO_006361","is","well"
"POCO_CD_POCO_006362","is","well"
"POCO_CD_POCO_006363","is","well"
